epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.3762,1.948,1.90025,1.21172,0.58843,0.18171,0.14516,0.05879,2.14382,2.60063,1.32979,0.000367417,0.000367417,0.000367417
2,77.6068,1.87502,1.4246,1.2007,0.76117,0.27227,0.29372,0.12303,2.13003,2.47858,1.36223,0.000728621,0.000728621,0.000728621
3,116.99,1.85628,1.38272,1.1963,0.65362,0.37594,0.4125,0.18947,1.82681,1.5876,1.23847,0.00108066,0.00108066,0.00108066
4,156.633,1.82381,1.35993,1.18902,0.61152,0.41639,0.41988,0.19587,1.88392,1.61329,1.25208,0.00106975,0.00106975,0.00106975
5,194.42,1.77446,1.26169,1.16323,0.64367,0.32327,0.36789,0.17156,1.8705,1.44388,1.22008,0.00105601,0.00105601,0.00105601
6,231.636,1.75398,1.23088,1.14776,0.78507,0.45842,0.50721,0.24623,1.7162,1.31543,1.17121,0.00104226,0.00104226,0.00104226
7,269.879,1.68626,1.15422,1.14951,0.5674,0.39088,0.46238,0.23368,1.72305,1.16895,1.17171,0.00102851,0.00102851,0.00102851
8,307.15,1.66607,1.10727,1.13812,0.78957,0.44857,0.54976,0.29234,1.62457,1.27573,1.13357,0.00101476,0.00101476,0.00101476
9,341.733,1.64675,1.11454,1.11772,0.81316,0.50389,0.57478,0.30066,1.58295,1.17918,1.11571,0.00100101,0.00100101,0.00100101
10,378.373,1.6236,1.04943,1.10852,0.81479,0.50068,0.59459,0.32906,1.58512,1.04351,1.10418,0.000987262,0.000987262,0.000987262
11,416.416,1.60331,1.01275,1.09597,0.70284,0.6154,0.6534,0.36655,1.52453,0.96792,1.09515,0.000973514,0.000973514,0.000973514
12,457.073,1.5593,1.00423,1.09819,0.77267,0.5766,0.6522,0.3648,1.53789,0.97598,1.09055,0.000959765,0.000959765,0.000959765
13,493.215,1.56025,0.98468,1.07919,0.83584,0.59418,0.64366,0.35199,1.5727,1.00011,1.09194,0.000946016,0.000946016,0.000946016
14,532.384,1.54771,0.96536,1.08273,0.76594,0.58081,0.65606,0.36669,1.53693,0.93383,1.09109,0.000932268,0.000932268,0.000932268
15,571.622,1.52758,0.95159,1.07534,0.84841,0.58143,0.64504,0.367,1.56669,1.02908,1.09685,0.000918519,0.000918519,0.000918519
16,610.86,1.53139,0.94523,1.06679,0.75457,0.64411,0.68187,0.38491,1.51792,0.91571,1.07154,0.000904771,0.000904771,0.000904771
