epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,134.999,1.94953,1.93262,1.25571,0.73175,0.29217,0.29992,0.13199,1.93471,2.10851,1.33482,0.000367417,0.000367417,0.000367417
2,257.066,1.90677,1.41257,1.25993,0.70858,0.21005,0.26693,0.12136,1.99863,2.32419,1.41953,0.000728621,0.000728621,0.000728621
3,382.569,1.88448,1.41821,1.25919,0.65303,0.35887,0.38131,0.16529,1.94771,2.23059,1.37114,0.00108066,0.00108066,0.00108066
4,504.781,1.83843,1.34979,1.24165,0.65655,0.4215,0.48511,0.21856,1.89759,1.36228,1.31427,0.00106975,0.00106975,0.00106975
5,614.535,1.78383,1.25434,1.20122,0.64826,0.40361,0.42516,0.20844,1.75486,1.29461,1.22881,0.00105601,0.00105601,0.00105601
6,719.797,1.75552,1.20637,1.18312,0.5804,0.46957,0.48112,0.23026,1.74622,1.18696,1.22141,0.00104226,0.00104226,0.00104226
7,828.861,1.70859,1.16338,1.195,0.61991,0.48428,0.52617,0.26701,1.63151,1.11851,1.18175,0.00102851,0.00102851,0.00102851
8,950.726,1.66691,1.09258,1.17302,0.81602,0.47765,0.55071,0.27655,1.67338,1.11514,1.18593,0.00101476,0.00101476,0.00101476
9,1056.11,1.64353,1.09791,1.15326,0.70185,0.49008,0.55255,0.28137,1.63974,1.10188,1.17282,0.00100101,0.00100101,0.00100101
10,1159.97,1.62828,1.04838,1.14022,0.73881,0.4698,0.58296,0.32037,1.57158,1.10071,1.14531,0.000987262,0.000987262,0.000987262
11,1288.63,1.61359,1.02112,1.13067,0.78825,0.56682,0.65137,0.37837,1.49288,1.01098,1.1076,0.000973514,0.000973514,0.000973514
12,1380.5,1.55565,0.98278,1.12567,0.61334,0.51175,0.55597,0.29115,1.63018,1.33617,1.16562,0.000959765,0.000959765,0.000959765
13,1489.2,1.56395,0.98255,1.10337,0.75452,0.59986,0.63831,0.346,1.62057,0.98266,1.14343,0.000946016,0.000946016,0.000946016
14,1614.57,1.55692,0.97084,1.11405,0.73308,0.58342,0.66276,0.37291,1.56941,0.96052,1.13418,0.000932268,0.000932268,0.000932268
15,1714.6,1.5343,0.95633,1.10527,0.81044,0.5791,0.68093,0.39118,1.52218,0.94729,1.12056,0.000918519,0.000918519,0.000918519
16,1836.78,1.53299,0.94663,1.094,0.75861,0.58498,0.64916,0.37058,1.54217,1.00708,1.11525,0.000904771,0.000904771,0.000904771
17,1922.45,1.50208,0.90938,1.08857,0.79243,0.64756,0.7191,0.40451,1.55219,0.89241,1.1207,0.000891022,0.000891022,0.000891022
18,2018.17,1.49924,0.91484,1.08269,0.85543,0.63415,0.72779,0.41628,1.51564,0.89715,1.10711,0.000877273,0.000877273,0.000877273
19,2111.16,1.45868,0.87181,1.07285,0.84978,0.59769,0.71062,0.40124,1.51907,0.89928,1.10797,0.000863525,0.000863525,0.000863525
20,2212.14,1.47262,0.87131,1.07631,0.72216,0.68094,0.68794,0.38246,1.52542,0.89012,1.11353,0.000849776,0.000849776,0.000849776
21,2298.97,1.48833,0.8701,1.07227,0.79167,0.65115,0.71216,0.40413,1.56973,0.91574,1.12758,0.000836027,0.000836027,0.000836027
22,2380.91,1.45327,0.85152,1.06105,0.81228,0.65633,0.72968,0.42994,1.46377,0.84204,1.08942,0.000822279,0.000822279,0.000822279
23,2481.33,1.431,0.84683,1.06597,0.84815,0.65603,0.74222,0.43386,1.38999,0.82197,1.06315,0.00080853,0.00080853,0.00080853
24,2589.78,1.44868,0.83688,1.05887,0.82195,0.68593,0.75718,0.44684,1.48308,0.82785,1.09034,0.000794782,0.000794782,0.000794782
25,2679.07,1.42223,0.83056,1.05168,0.8259,0.66836,0.73333,0.42844,1.46118,0.84001,1.08633,0.000781033,0.000781033,0.000781033
26,2768.01,1.42296,0.8218,1.05776,0.81504,0.66119,0.73609,0.43304,1.43207,0.82947,1.07444,0.000767284,0.000767284,0.000767284
27,2884.14,1.43192,0.82933,1.05135,0.80897,0.67957,0.74815,0.42894,1.47079,0.82946,1.07925,0.000753536,0.000753536,0.000753536
28,2959.19,1.40037,0.81722,1.05086,0.89189,0.69206,0.7792,0.45284,1.42203,0.78671,1.073,0.000739787,0.000739787,0.000739787
29,3046.86,1.39136,0.79154,1.04694,0.85154,0.74126,0.79735,0.47389,1.4412,0.78525,1.0849,0.000726038,0.000726038,0.000726038
30,3143.68,1.38212,0.77757,1.04168,0.8289,0.69905,0.77165,0.47619,1.35827,0.7798,1.05422,0.00071229,0.00071229,0.00071229
31,3236.91,1.36112,0.77269,1.03327,0.86061,0.69832,0.78794,0.46709,1.43931,0.79041,1.07231,0.000698541,0.000698541,0.000698541
32,3316.66,1.37134,0.7763,1.03756,0.81045,0.73041,0.79401,0.48085,1.39202,0.76874,1.05622,0.000684793,0.000684793,0.000684793
33,3411.48,1.36167,0.7584,1.0271,0.84827,0.71158,0.79917,0.47118,1.37408,0.74819,1.05566,0.000671044,0.000671044,0.000671044
34,3490.15,1.3454,0.73368,1.02469,0.8481,0.71015,0.80248,0.47763,1.42189,0.75414,1.06173,0.000657295,0.000657295,0.000657295
35,3574.83,1.34253,0.73871,1.01288,0.86853,0.70528,0.78853,0.48265,1.38547,0.74489,1.04601,0.000643547,0.000643547,0.000643547
36,3670.7,1.32643,0.74071,1.01117,0.87289,0.69678,0.79871,0.48665,1.34414,0.73289,1.0436,0.000629798,0.000629798,0.000629798
37,3757.45,1.31675,0.72628,1.01946,0.82813,0.73536,0.79956,0.49087,1.35402,0.72799,1.04235,0.000616049,0.000616049,0.000616049
38,3838.28,1.29253,0.71063,1.00832,0.85566,0.72011,0.79551,0.4853,1.37103,0.74271,1.04355,0.000602301,0.000602301,0.000602301
39,3921.55,1.28722,0.70321,1.00874,0.87799,0.70269,0.79016,0.48397,1.34762,0.71423,1.04714,0.000588552,0.000588552,0.000588552
40,4006.45,1.28458,0.6981,1.00732,0.8514,0.72316,0.79953,0.49922,1.30653,0.69832,1.03455,0.000574804,0.000574804,0.000574804
41,4098.44,1.26925,0.68581,1.00027,0.84247,0.72987,0.78623,0.4877,1.36214,0.7236,1.04505,0.000561055,0.000561055,0.000561055
42,4187.93,1.26693,0.68072,0.99611,0.83056,0.73331,0.80522,0.50114,1.3585,0.69653,1.04523,0.000547306,0.000547306,0.000547306
43,4289.49,1.24194,0.6805,0.99587,0.81177,0.73655,0.80237,0.49631,1.32054,0.7077,1.03875,0.000533558,0.000533558,0.000533558
44,4372.25,1.22677,0.661,0.99066,0.87698,0.68577,0.79522,0.49229,1.34787,0.72116,1.04323,0.000519809,0.000519809,0.000519809
45,4470.41,1.24928,0.66694,0.99531,0.82405,0.69598,0.78316,0.48188,1.36284,0.71581,1.05024,0.00050606,0.00050606,0.00050606
46,4605.48,1.24092,0.67802,0.9887,0.84531,0.75743,0.80746,0.511,1.30036,0.67522,1.02922,0.000492312,0.000492312,0.000492312
47,4713.69,1.23152,0.65445,0.98811,0.86029,0.74049,0.80449,0.49817,1.30989,0.68868,1.03458,0.000478563,0.000478563,0.000478563
48,4798.41,1.21987,0.64801,0.98223,0.89013,0.73416,0.81059,0.51011,1.30755,0.67699,1.03524,0.000464815,0.000464815,0.000464815
49,4956.91,1.20199,0.6377,0.9778,0.87056,0.72226,0.80455,0.51196,1.28908,0.69747,1.02291,0.000451066,0.000451066,0.000451066
50,5099.83,1.20141,0.63809,0.97947,0.85784,0.76718,0.81402,0.51708,1.28345,0.67561,1.02481,0.000437317,0.000437317,0.000437317
51,5222.26,1.17223,0.62445,0.97369,0.88825,0.73512,0.81973,0.53123,1.29008,0.66193,1.02528,0.000423569,0.000423569,0.000423569
52,5367.01,1.18407,0.6334,0.97346,0.82356,0.7318,0.80046,0.48953,1.41536,0.72301,1.0647,0.00040982,0.00040982,0.00040982
53,5536.51,1.18446,0.62261,0.97941,0.85192,0.77387,0.82501,0.52863,1.28943,0.66356,1.03013,0.000396071,0.000396071,0.000396071
54,5691.1,1.19696,0.6246,0.96739,0.88004,0.74578,0.83418,0.54257,1.26784,0.66095,1.01926,0.000382323,0.000382323,0.000382323
55,5841.97,1.16599,0.61336,0.96814,0.86261,0.75554,0.8384,0.541,1.25869,0.65767,1.01917,0.000368574,0.000368574,0.000368574
56,5968.09,1.16274,0.60853,0.96059,0.88998,0.71998,0.8082,0.51591,1.29764,0.66227,1.03052,0.000354826,0.000354826,0.000354826
57,6090.16,1.15571,0.60796,0.95984,0.8574,0.7707,0.82655,0.52499,1.28717,0.65541,1.02456,0.000341077,0.000341077,0.000341077
